Product Name,Sales,Profit,Quantity
Hewlett Packard LaserJet 3310 Copier,18839.686,6983.8836,38
Hewlett-Packard 300S Scientific Calculator,131.1,60.306,10
Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,1459.2,8
Hewlett-Packard Deskjet 5550 Printer,597.132,49.761,3
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,1396.21,139.621,6
Hewlett-Packard Deskjet D4360 Printer,447.968,139.99,4
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.994,-71.3958,2
Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,1668.205,5
High Speed Automatic Electric Letter Opener,17030.311999999998,-262.00480000000005,11
High-Back Leather Manager's Chair,4770.633,-197.5848,42
Holmes 99% HEPA Air Purifier,333.564,86.8566,17
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",147.26,48.754999999999995,9
Holmes HEPA Air Purifier,239.58,41.382,14
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,290.3016,3
Holmes Odor Grabber,357.616,67.774,30
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",151.062,47.9844,12
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",203.94,87.6942,18
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1383.0810000000001,381.2074,26
"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",47.544000000000004,10.188,5
Home/Office Personal File Carts,980.232,198.132,30
Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,5282.424,-989.0496,24
Hon 2111 Invitation Series Corner Table,3140.55,-401.9904,18
Hon 2111 Invitation Series Straight Table,2040.054,-115.30739999999999,18
"Hon 30"" x 60"" Table with Locking Drawer",1296.028,-177.3512,6
Hon 4-Shelf Metal Bookcases,1474.308,-191.86200000000002,22
Hon 4060 Series Tables,1231.56,96.2856,13
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,8430.997,1388.6348,34
Hon 4070 Series Pagoda Round Back Stacking Chairs,5906.032,1052.8144,21
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,7582.374,832.9932000000001,24
Hon 5100 Series Wood Tables,5965.09,-238.60360000000003,26
Hon 61000 Series Interactive Training Tables,653.121,-148.3962,22
Hon 94000 Series Round Tables,7404.5,-681.2139999999999,30
Hon Comfortask Task/Swivel Chairs,1686.904,-36.473600000000005,18
Hon Deluxe Fabric Upholstered Stacking Chairs,2586.1879999999996,-48.796,15
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",10637.528,1927.442,51
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",1268.696,73.194,7
Hon Every-Day Chair Series Swivel Task Chairs,967.84,12.097999999999999,10
Hon Every-Day Series Multi-Task Chairs,6748.482,281.96999999999997,43
Hon GuestStacker Chair,6936.102,1233.0848,34
"Hon Metal Bookcases, Black",1570.0775999999998,-26.972399999999993,30
"Hon Metal Bookcases, Gray",851.76,229.9752,12
"Hon Metal Bookcases, Putty",1320.228,362.70779999999996,19
Hon Mobius Operator's Chair,2705.7799999999997,499.3394,23
Hon Multipurpose Stacking Arm Chairs,6584.64,814.416,36
Hon Non-Folding Utility Tables,3775.647,541.654,29
Hon Olson Stacker Chairs,5427.99,1292.1264,22
Hon Olson Stacker Stools,5294.456,833.5952,44
Hon Pagoda Stacking Chairs,6483.796,1540.704,22
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",4334.8275,430.0695,22
Hon Racetrack Conference Tables,3963.901,-598.5228,22
Hon Rectangular Conference Tables,3481.515,-295.815,20
Hon Valutask Swivel Chairs,1242.054,139.3524,13
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,299.20799999999997,-177.22320000000002,9
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,3855.1800000000003,1503.5202,14
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,11304.44,3247.02,40
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,1320.166,417.0244,12
Honeywell Quietcare HEPA Air Cleaner,1761.76,549.7635,23
Hoover Commercial Lightweight Upright Vacuum,18.096,-2.5056000000000003,8
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1023.3520000000001,-9.303200000000004,6
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,91.68599999999999,-10.4118,18
Hoover Commercial SteamVac,168.392,35.308,14
Hoover Portapower Portable Vacuum,61.824,1.3439999999999994,18
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,9.768,0.4439999999999999,6
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",56.09,3.4759999999999995,18
Hoover Shoulder Vac Commercial Portable Vacuum,5009.48,715.64,16
Hoover Upright Vacuum With Dirt Cup,6832.908,460.35269999999986,31
Hoover WindTunnel Plus Canister Vacuum,3051.3,697.44,9
"Hot File 7-Pocket, Floor Stand",8138.232,2016.711,49
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",681.454,256.1922,17
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",500.308,101.7868,14
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",1184.232,448.76160000000004,24
"Howard Miller 12"" Round Wall Clock",479.33799999999997,127.2996,14
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,786.9,147.9372,14
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",1042.068,294.3138,27
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",1047.7359999999999,340.5142,27
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",949.026,247.57199999999997,17
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",1324.8,201.82500000000002,31
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",1636.864,375.9672,29
"Howard Miller 16"" Diameter Gallery Wall Clock",575.46,107.41919999999999,12
Howard Miller Distant Time Traveler Alarm Clock,531.948,192.2142,21
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,111.3024,8
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",83.952,15.857600000000001,8
Hunt Boston Vacuum Mount KS Pencil Sharpener,671.808,153.95600000000002,20
"Hunt PowerHouse Electric Pencil Sharpener, Blue",1617.9479999999999,448.164,44
Hypercom P1300 Pinpad,1108.8,275.31,21
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,542.984,95.2016,52
I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973,152.0883,3
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",458.504,185.88,16
Ibico Covers for Plastic or Wire Binding Elements,184.0,57.5,20
Ibico EB-19 Dual Function Manual Binding System,3234.913,1086.3772,23
Ibico EPK-21 Electric Binding System,15875.916000000001,3345.2823,13
Ibico Hi-Tech Manual Binding System,5398.323,-304.99,34
Ibico Ibimaster 300 Manual Binding System,7985.383,2318.337,28
Ibico Laser Imprintable Binding System Covers,1100.4,138.336,34
Ibico Plastic Spiral Binding Combs,1100.48,328.928,47
Ibico Plastic and Wire Spiral Binding Combs,208.221,21.580800000000004,41
Ibico Presentation Index for Binding Systems,72.038,15.0842,27
Ibico Recycled Grain-Textured Covers,141.614,3.4540000000000006,8
Ibico Recycled Linen-Style Covers,749.952,262.4832,24
Ibico Standard Transparent Covers,390.576,104.81280000000001,34
Iceberg Mobile Mega Data/Printer Cart ,5751.774,1388.6082,49
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",1589.406,253.8392,31
"Iceberg OfficeWorks 42"" Round Tables",3457.442,-392.54799999999994,30
Ideal Clamps,58.69199999999999,24.8637,33
Imation Bio 2GB USB Flash Drive Imation Corp,2098.88,881.5296,16
Imation Bio 8GB USB Flash Drive Imation Corp,2659.84,398.976,16
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,1007.152,342.56419999999997,34
Imation 30456 USB Flash Drive 8GB,154.56,8.556,23
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,467.21999999999997,143.76,18
Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,350.20399999999995,8.7551,13
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,357.0,23.25,25
Imation Clip USB flash drive - 8 GB,443.68,1.88,25
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,1926.9360000000001,408.744,32
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,888.966,196.0284,24
Imation Swivel Flash Drive USB flash drive - 8 GB,54.57599999999999,17.6235,5
Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,42.42,8.9082,14
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",54.599999999999994,22.47,15
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",121.392,48.5568,6
Innergie mMini Combo Duo USB Travel Charging Kit,746.834,302.3328,19
Insertable Tab Indexes For Data Binders,17.49,-4.8336,13
Insertable Tab Post Binder Dividers,66.566,-39.699,25
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",197.82,81.326,10
"Iris 3-Drawer Stacking Bin, Black",284.104,-43.4512,16
Iris Project Case,225.036,47.88,30
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",161.32,59.56999999999999,25
JBL Micro Wireless Portable Bluetooth Speaker,779.87,14.997499999999995,17
JM Magazine Binder,204.72400000000002,50.1904,18
Jabra BIZ 2300 Duo QD Duo Corded Headset,1727.0639999999999,129.5298,17
Jabra SPEAK 410,3158.064,654.1704,37
Jabra SPEAK 410 Multidevice Speakerphone,2018.702,10.299500000000009,13
Jabra Supreme Plus Driver Edition Headset,2159.82,259.1784,22
Jackery Bar Premium Fast-charging Portable Charger,467.22,192.279,18
Jawbone JAMBOX Wireless Bluetooth Speaker,2022.272,872.1048000000001,14
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,2027.304,-339.7104,18
Jensen SMPS-640 - speaker phone,496.584,88.28160000000001,12
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,552.706,177.6555,19
Jiffy Padded Mailers with Self-Seal Closure,29.808,10.8054,2
KI Adjustable-Height Table,4552.641,-248.48219999999998,74
KI Conference Tables,2140.878,-479.2164,44
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,126.36000000000001,36.644400000000005,13
Kensington 4 Outlet MasterPiece Compact Power Control Center,2488.392,380.5776,36
Kensington 6 Outlet Guardian Standard Surge Protector,409.6,110.592,20
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,812.1600000000001,235.52639999999997,9
Kensington 6 Outlet SmartSocket Surge Protector,147.528,-36.882000000000005,6
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,2491.28,563.816,21
Kensington 7 Outlet MasterPiece Power Center,2883.276,229.59420000000003,21
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,1473.108,311.22,8
Kensington Expert Mouse Optical USB Trackball for PC or Mac,1690.8220000000001,360.962,20
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,321.846,106.176,20
Kensington Orbit Wireless Mobile Trackball for PC and Mac,1703.7160000000001,357.5404,33
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,549.89,120.9758,13
KeyTronic 6101 Series - Keyboard - Black,360.712,127.06899999999999,10
KeyTronic E03601U1 - Keyboard - Beige,324.0,58.32,18
KeyTronic KT400U2 - Keyboard - Black,148.03199999999998,24.672,15
KeyTronic KT800P2 - Keyboard - Black,75.1,1.2015999999999998,6
Kingston Digital DataTraveler 16GB USB 2.0,477.93,64.7085,57
Kingston Digital DataTraveler 32GB USB 2.0,355.95,5.4239999999999995,22
Kingston Digital DataTraveler 64GB USB 2.0,202.68,16.2144,6
Kingston Digital DataTraveler 8GB USB 2.0,44.03,-2.0229999999999997,9
Kleencut Forged Office Shears by Acme United Corporation,9.568,2.2880000000000003,5
Konftel 250 Conference phone - Charcoal black,2221.596,324.69480000000004,9
Konica Minolta magicolor 1690MF Multifunction Printer,319.92,118.3704,8
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",261.6,41.856,28
LG Electronics Tone+ HBS-730 Bluetooth Headset,904.5519999999999,133.30239999999998,18
LG Exalt,1154.326,-212.14640000000003,12
LG G2,1499.97,-374.9925,5
LG G3,1803.108,411.579,10
Laminate Occasional Tables,2096.168,-206.5342,18
Large Capacity Hanging Post Binders,276.945,-19.461000000000006,22
Laser & Ink Jet Business Envelopes,198.462,83.226,20
"Leather Task Chair, Black",1437.484,54.588,19
Lenovo 17-Key USB Numeric Keypad,367.092,22.433400000000002,13
"Lesro Round Back Collection Coffee Table, End Table",2847.7799999999997,-328.59,20
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",2298.114,-12.132900000000003,39
Letter Size Cart,4600.092,1252.8822,33
Letter Size File,341.41999999999996,59.55,10
Letter Slitter,10.08,0.3024,4
Letter or Legal Size Expandable Poly String Tie Envelopes,36.708,15.0024,16
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",218.416,52.0344,14
Lexmark 20R1285 X6650 Wireless All-in-One Printer,600.0,218.4,6
Lexmark MX611dhe Monochrome Laser Printer,16829.901,-4589.973,18
Lexmark MarkNet N8150 Wireless Print Server,723.51,-506.457,6
Lexmark S315 Color Inkjet Printer,299.97,34.996500000000005,5
Lexmark X 9575 Professional All-in-One Color Printer,396.0,190.08,4
"Lifetime Advantage Folding Chairs, 4/Carton",5212.112,972.6368,27
"Linden 10"" Round Wall Clock, Black",253.648,41.8672,21
"Linden 12"" Wall Clock With Oak Frame",101.94,30.582,3
Lock-Up Easel 'Spel-Binder',704.691,39.3714,44
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1409.53,536.2212000000001,52
"Logitech B530 USB Headset - headset - Full size, Binaural",739.8,64.73249999999999,25
Logitech ClearChat Comfort/USB Headset H390,533.078,160.2163,19
Logitech Desktop MK120 Mouse and keyboard Combo,778.736,42.536,50
Logitech G105 Gaming Keyboard,759.936,78.36840000000001,14
Logitech G13 Programmable Gameboard with LCD Display,1039.87,43.194599999999994,14
Logitech G19 Programmable Gaming Keyboard,4389.246,729.0612,36
Logitech G35 7.1-Channel Surround Sound Headset,2157.8340000000003,699.3462,17
Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,1247.844,377.5528,17
Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,1399.8,429.7386,21
Logitech G600 MMO Gaming Mouse,1615.798,540.7324,21
Logitech G602 Wireless Gaming Mouse,1999.75,515.1356000000001,29
Logitech G700s Rechargeable Gaming Mouse,2339.766,889.9110000000001,25
Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97,70.0977,3
Logitech K350 2.4Ghz Wireless Keyboard,1154.664,47.2815,25
Logitech Keyboard K120,174.24,-19.602,12
Logitech M510 Wireless Mouse,239.94,52.3869,7
Logitech Media Keyboard K200,503.856,50.3856,16
Logitech Mobile Speakerphone P710e - speaker phone,1916.716,241.6142,17
Logitech Trackman Marble Mouse,773.742,286.70439999999996,28
Logitech Wireless Anywhere Mouse MX for PC and Mac,551.908,89.985,11
Logitech Wireless Gaming Headset G930,2879.82,763.1523,21
Logitech Wireless Headset H600 Over-The-Head Design,386.90999999999997,133.269,10
Logitech Wireless Headset h800,2799.72,719.928,32
Logitech Wireless Marathon Mouse M705,1409.718,554.889,30
Logitech Wireless Performance Mouse MX for PC and Mac,1799.82,497.9502,21
Logitech Wireless Touch Keyboard K400,364.854,53.7285,15
Logitech diNovo Edge Keyboard,7399.704,1432.4427,31
Logitech Gaming G510s - Keyboard,2362.7219999999998,676.5204,31
Logitech Illuminated - Keyboard,1139.81,515.914,20
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,207.896,62.7686,11
Logitech MX Performance Wireless Mouse,789.822,211.8159,23
Logitech P710e Mobile Speakerphone,10196.604,1645.3611,41
Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),3743.7920000000004,21.598799999999997,22
"Logitech Wireless Boombox Speaker - portable - wireless, wired",383.04,148.96,4
Logitech Z-906 Speaker sys - home theater - 5.1-CH,5609.83,2243.932,17
Longer-Life Soft White Bulbs,115.192,44.7216,44
Loose Memo Sheets,18.25,8.5775,5
Lumber Crayons,171.39,55.357,19
Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,281.658,6.123,6
Luxo Adjustable Task Clamp Lamp,1545.816,362.46720000000005,18
Luxo Economy Swing Arm Lamp,338.98,94.9144,17
Luxo Professional Combination Clamp-On Lamps,1329.9,345.774,13
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,3861.056,289.5791999999999,23
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,1268.922,106.09020000000001,13
Macally Suction Cup Mount,279.63,-31.07,26
Magna Visual Magnetic Picture Hangers,84.83200000000001,28.0524,19
Magnifier Swing Arm Lamp,251.76000000000002,65.4576,12
Manco Dry-Lighter Erasable Highlighter,88.16,27.968,30
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",125.172,52.3746,13
Martin Yale Chadless Opener Electric Letter Opener,16656.2,-1299.1836,22
Martin-Yale Premier Letter Opener,236.99200000000002,-12.879999999999999,20
"Master Big Foot Doorstop, Beige",152.064,42.768,30
"Master Caster Door Stop, Brown",176.784,49.3776,38
"Master Caster Door Stop, Gray",47.752,14.224,10
"Master Caster Door Stop, Large Brown",59.696,14.56,10
"Master Caster Door Stop, Large Neon Orange",154.336,42.2968,27
"Master Giant Foot Doorstop, Safety Yellow",83.49,31.5744,12
Maxell 4.7GB DVD+R 5/Pack,11.682,4.6035,13
Maxell 4.7GB DVD+RW 3/Pack,264.438,88.4115,17
Maxell 4.7GB DVD-R,1231.692,411.2262,49
Maxell 4.7GB DVD-R 5/Pack,19.008,7.3656,21
Maxell 4.7GB DVD-RW 3/Pack,146.55599999999998,41.418,10
"Maxell 74 Minute CD-R Spindle, 50/Pack",503.28,181.1808,24
"Maxell 74 Minute CDR, 10/Pack",232.764,72.5676,26
Maxell CD-R Discs,15.76,3.7036,9
Maxell DVD-RAM Discs,296.64,127.5552,18
"Maxell Pro 80 Minute CD-R, 10/Pack",374.072,122.36,24
Maxell LTO Ultrium - 800 GB,1086.012,156.4641,41
Maxell iVDR EX 500GB Cartridge,2755.4,1184.8220000000001,10
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",54.474000000000004,-3.891,9
Mediabridge Sport Armband iPhone 5s,257.742,-38.961,30
"Memo Book, 100 Message Capacity, 5 3/8 x 11",76.836,36.396,12
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",373.78,24.8054,26
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",472.86,-32.2695,17
Memorex Froggy Flash Drive 4 GB,136.276,42.4214,14
Memorex Froggy Flash Drive 8 GB,536.05,189.57,32
Memorex Micro Travel Drive 16 GB,556.452,126.1611,39
Memorex Micro Travel Drive 32 GB,379.70399999999995,129.97560000000001,12
Memorex Micro Travel Drive 4 GB,103.88,37.418,11
Memorex Micro Travel Drive 8 GB,299.0,113.1,26
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,718.65,280.2735,45
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,280.0,109.19999999999999,14
Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.616,3.5742,2
Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,543.6,228.312,15
Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,194.54399999999998,53.268,20
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",119.21,52.007,19
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",51.36,24.139200000000002,6
"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",152.144,54.0728,18
"Metal Folding Chairs, Beige, 4/Carton",685.588,115.7354,23
Micro Innovations USB RF Wireless Keyboard with Mouse,440.0,84.5,18
Micro Innovations Wireless Classic Keyboard with Mouse,107.964,9.5968,4
Micropad Numeric Keypads,291.85400000000004,66.9665,15
Microsoft Arc Touch Mouse,359.70000000000005,91.124,7
Microsoft Natural Ergonomic Keyboard 4000,557.814,107.66409999999999,19
Microsoft Natural Keyboard Elite,1497.0,20.957999999999995,29
Microsoft Sculpt Comfort Mouse,1574.03,634.406,42
Microsoft Wireless Mobile Mouse 4000,591.852,183.954,15
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",1465.7440000000001,287.914,12
Mitel 5320 IP Phone VoIP phone,2116.688,211.66879999999998,14
Mitel MiVoice 5330e IP Phone,7699.72,780.9716,34
Mobile Personal File Cube,449.664,90.6354,21
Model L Table or Wall-Mount Pencil Sharpener,402.976,92.10879999999999,24
Mophie Juice Pack Helium for iPhone,1583.8020000000001,201.57479999999998,24
Motorla HX550 Universal Bluetooth Headset,419.23,122.60499999999999,15
Motorola Droid Maxx,2609.826,341.9772,21
Motorola HK250 Universal Bluetooth Headset,832.238,-91.5002,41
Motorola L703CM,4211.73,467.97,32
Motorola L804,607.068,-13.337100000000003,19
Motorola Moto X,1631.952,142.79579999999999,6
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",368.45599999999996,93.15679999999999,11
Multicolor Computer Printout Paper,1887.3,851.3820000000001,19
Multimedia Mailers,325.86,149.8956,2
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,2623.8360000000002,723.1548,18
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,1890.0,622.8,22
NETGEAR RangeMax WNR1000 Wireless Router,59.976,11.9952,3
"Neat Ideas Personal Hanging Folder Files, Black",276.658,58.0176,22
NeatDesk Desktop Scanner & Digital Filing System,479.988,55.9986,2
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,51.184000000000005,3.6559999999999993,20
Newell 307,19.292,3.5672,12
Newell 308,8.4,2.1,5
Newell 309,196.35000000000002,34.65,20
Newell 31,94.99000000000001,23.6236,24
Newell 310,38.72,7.48,25
Newell 311,61.438,13.039,30
Newell 312,234.768,34.456,49
Newell 313,28.208,4.264,10
Newell 314,118.296,17.856,24
Newell 315,145.912,33.787,25
Newell 316,46.944,8.2152,11
Newell 317,79.96799999999999,13.1712,32
Newell 318,61.716,14.4004,23
Newell 319,511.872,123.00800000000001,28
Newell 32,47.232,11.9808,17
Newell 320,81.32,9.4588,23
Newell 321,65.6,14.3664,22
Newell 322,30.576,6.6612,18
Newell 323,21.168,3.7632000000000003,14
Newell 324,263.34000000000003,72.072,23
Newell 325,128.03,29.736,34
Newell 326,36.608,7.8671999999999995,23
Newell 327,39.78,10.7406,18
Newell 328,75.92,19.7392,13
Newell 329,24.272,4.8544,8
Newell 33,47.988,8.37,10
Newell 330,59.800000000000004,11.1228,11
Newell 331,75.306,14.6211,17
Newell 332,67.032,15.5232,24
Newell 333,86.73599999999999,18.848399999999998,33
Newell 334,531.712,135.30880000000002,27
Newell 335,34.56,10.0224,12
Newell 336,68.48,13.781600000000001,18
Newell 337,10.496,1.1808,4
Newell 338,23.52,6.3504000000000005,8
Newell 339,26.688000000000002,6.116,10
Newell 34,460.288,93.248,25
Newell 340,25.92,7.5168,9
Newell 341,96.72800000000001,26.8356,23
Newell 342,9.84,2.8536,3
Newell 343,65.268,13.7592,24
Newell 344,45.592,8.5624,18
Newell 345,476.16,94.4384,26
Newell 346,31.104,8.6112,11
Newell 347,127.54400000000001,30.3024,32
Newell 348,65.6,9.7088,24
Newell 349,42.64,10.0368,14
Newell 35,93.152,23.288,30
Newell 350,62.32,15.744,20
Newell 351,82.656,22.107200000000002,26
Newell Chalk Holder,83.426,36.5918,21
Nokia Lumia 1020,1439.968,143.9968,4
Nokia Lumia 521 (T-Mobile),515.828,83.972,20
Nokia Lumia 925,1310.296,284.7374,11
Nontoxic Chalk,42.944,18.233600000000003,27
Nortel Business Series Terminal T7208 Digital phone,1000.728,100.0728,9
Nortel Meridian M3904 Professional Digital phone,4434.912,936.2592,32
Nortel Meridian M5316 Digital phone,2744.87,253.77100000000002,13
Nortel Networks T7316 E Nt8 B27,1876.524,397.7415,29
Novimex Fabric Task Chair,1890.3799999999999,-131.107,39
Novimex High-Tech Fabric Mesh Task Chair,922.74,-133.4424,16
Novimex Swivel Fabric Task Chair,2913.9139999999998,-445.391,25
Novimex Turbo Task Chair,1341.5220000000002,-32.6508,22
Nu-Dell EZ-Mount Plastic Wall Frames,19.7,0.7879999999999998,8
Nu-Dell Executive Frame,409.536,98.97120000000001,39
Nu-Dell Float Frame 11 x 14 1/2,170.62,56.0352,22
Nu-Dell Leatherette Frames,246.64800000000002,81.4512,18
Nu-Dell Oak Frame,151.656,35.4576,16
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,4886.46,566.4674,31
O'Sullivan 2-Shelf Heavy-Duty Bookcases,723.842,-133.1092,21
O'Sullivan 3-Shelf Heavy-Duty Bookcases,1119.195,147.0942,22
O'Sullivan 4-Shelf Bookcase in Odessa Pine,2740.197,-975.0988,37
O'Sullivan 5-Shelf Heavy-Duty Bookcases,540.804,-12.290999999999997,9
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,1072.344,-78.36359999999999,9
O'Sullivan Cherrywood Estates Traditional Bookcase,424.90000000000003,27.193599999999996,6
"O'Sullivan Elevations Bookcase, Cherry Finish",1912.308,-68.1096,18
O'Sullivan Living Dimensions 2-Shelf Bookcases,2970.059,-78.637,28
O'Sullivan Living Dimensions 3-Shelf Bookcases,2904.161,-170.83299999999997,17
O'Sullivan Living Dimensions 5-Shelf Bookcases,3420.7704,-755.7516,21
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,1646.9180000000001,-285.9484,12
O'Sullivan Plantations 2-Door Library in Landvery Oak,2946.3668,-767.7436,22
"OIC #2 Pencils, Medium Soft",30.832,8.1404,17
OIC Binder Clips,128.164,60.144,38
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",15.623999999999999,7.0804,13
OIC Bulk Pack Metal Binder Clips,92.136,35.598,30
"OIC Colored Binder Clips, Assorted Sizes",139.62,59.284800000000004,44
OIC Stacking Trays,82.832,26.720000000000002,30
OIC Thumb-Tacks,12.996,5.1414,13
"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",5801.816,-66.82720000000002,23
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,3178.13,-167.27,20
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,3989.734,425.75960000000003,32
Office Star - Contemporary Task Swivel Chair,1842.268,155.372,20
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",694.194,-158.48579999999998,7
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",3680.538,-491.175,35
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,2207.956,231.6544,13
Office Star - Ergonomically Designed Knee Chair,1311.876,-42.1096,19
Office Star - Mesh Screen back chair with Vinyl seat,2200.464,-130.98,20
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,4185.48,342.88739999999996,31
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,8774.5,1305.6456,28
Office Star - Task Chair with Contemporary Loop Arms,600.4680000000001,47.3096,8
